EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,MAGNITUDE_TYPE,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_DIRECTION,END_DIRECTION,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,Zip
622388,OLDHAM CO.,BALLARDSVILLE,2016-04-26,2036,Thunderstorm Wind,53, ,MG,Public, , ,N,N,BALLARDSVILLE,2036,38.37,-85.35,38.37,-85.35,A private weather station measured a 53 knot gust.,"Warm moist air originating in the Gulf of Mexico interacted with a stationary boundary across central Kentucky, resulting in several rounds of strong to severe thunderstorms during the afternoon and evening hours April 26 and April 27. Damaging winds, large hail and flooding were the primary impacts.",40031
622343,OLDHAM CO.,LA GRANGE,2016-05-01,1435,Hail,1, , ,Trained Spotter, , ,NNE,NNE,LA GRANGE,1435,38.43,-85.36,38.43,-85.36,A trained spotter reported hail 1 inch in diameter.,A passing weather system combined with warm and moist air sparked a line of strong to severe thunderstorms across portions of central Kentucky during the afternoon hours on May 1st. These storms were responsible for large hail and damaging winds.,40031
622352,OLDHAM CO.,LA GRANGE,2016-05-01,1438,Thunderstorm Wind,52, ,EG,Public, , ,W,W,LA GRANGE,1438,38.4,-85.39,38.4,-85.39,Trees and power lines were reported down near Kentucky Avenue in La Grange.,A passing weather system combined with warm and moist air sparked a line of strong to severe thunderstorms across portions of central Kentucky during the afternoon hours on May 1st. These storms were responsible for large hail and damaging winds.,40031
624068,JEFFERSON CO.,ST MATTHEWS,2016-05-07,1605,Thunderstorm Wind,52, ,EG,Public, , ,S,S,ST MATTHEWS,1605,38.2407,-85.6286,38.2407,-85.6286,The public relayed a picture of a large tree leaning over onto apartment homes near the Mall of St. Matthews.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40207
624067,JEFFERSON CO.,ST MATTHEWS,2016-05-07,1608,Thunderstorm Wind,52, ,EG,Public, , ,W,W,ST MATTHEWS,1608,38.25,-85.64,38.25,-85.64,The public reported a large tree down due to severe thunderstorm winds.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40207
624073,JEFFERSON CO.,RICHLAWN,2016-05-07,1609,Thunderstorm Wind,52, ,EG,Public, , ,N,N,RICHLAWN,1609,38.26,-85.6,38.26,-85.6,A public report was received of a large tree down on New La Grange Road.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40222
624069,JEFFERSON CO.,JEFFERSONTOWN,2016-05-07,1615,Thunderstorm Wind,52, ,EG,Public, , ,N,N,JEFFERSONTOWN,1615,38.21,-85.57,38.21,-85.57,"The public reported trees down in the area, one of which fell on a car.",A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40299
624064,JEFFERSON CO.,JEFFERSONTOWN,2016-05-07,1616,Hail,0.75, , ,Public, , ,N,N,JEFFERSONTOWN,1616,38.21,-85.57,38.21,-85.57,The public reported hail around the size of a penny.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40299
624074,JEFFERSON CO.,FERN CREEK,2016-05-07,1625,Thunderstorm Wind,52, ,EG,NWS Employee, , ,NNW,NNW,FERN CREEK,1625,38.17,-85.59,38.17,-85.59,An off-duty NWS employee reported a large tree split in half.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40291
624065,JEFFERSON CO.,ST REGIS PARK,2016-05-07,1944,Hail,0.75, , ,Public, , ,SE,SE,ST REGIS PARK,1944,38.22,-85.54,38.22,-85.54,Dime to penny size hail was reported via Twitter.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40299
624066,JEFFERSON CO.,ST MATTHEWS,2016-05-07,1950,Hail,0.88, , ,Public, , ,SSW,SSW,ST MATTHEWS,1950,38.23,-85.64,38.23,-85.64,Nickel size hail fell near the intersection of Watterson Expressway and Breckenridge Lane.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40205
624070,JEFFERSON CO.,SHIVELY,2016-05-07,1957,Thunderstorm Wind,54, ,EG,Trained Spotter, , ,NE,NE,SHIVELY,1957,38.19,-85.81,38.19,-85.81,A trained spotter reported a 62 mph wind gust.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40216
624071,BULLITT CO.,GAP IN KNOB,2016-05-07,2051,Thunderstorm Wind,52, ,EG,Emergency Manager, , ,ESE,ESE,GAP IN KNOB,2051,37.99,-85.64,37.99,-85.64,The Bullitt County emergency manager reported trees down in the area.,A fast moving upper level system sparked a few rounds of strong to severe storms across central Kentucky during the late afternoon and evening hours. The main hazard was damaging winds and large hail.,40165
625821,BULLITT CO.,LEBANON JCT,2016-05-10,1516,Hail,1, , ,Trained Spotter, , ,N,N,LEBANON JCT,1516,37.83,-85.73,37.83,-85.73,,A warm moist air mass collided with several passing weather systems to spark rounds of strong to severe storms across central Kentucky during the afternoon and evening hours on May 10th. Very large hail up to 2 inches in diameter was reported along with damaging winds and a few tornadoes.,40150
626606,BULLITT CO.,LEBANON JCT,2016-05-10,1517,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,N,N,LEBANON JCT,1517,37.83,-85.73,37.83,-85.73,A tree fell down on a home due to severe thunderstorm winds.,A warm moist air mass collided with several passing weather systems to spark rounds of strong to severe storms across central Kentucky during the afternoon and evening hours on May 10th. Very large hail up to 2 inches in diameter was reported along with damaging winds and a few tornadoes.,40150
626577,JEFFERSON CO.,AUDUBON PARK,2016-05-10,1830,Hail,1, , ,Trained Spotter, , ,WNW,WNW,AUDUBON PARK,1830,38.21,-85.75,38.21,-85.75,,A warm moist air mass collided with several passing weather systems to spark rounds of strong to severe storms across central Kentucky during the afternoon and evening hours on May 10th. Very large hail up to 2 inches in diameter was reported along with damaging winds and a few tornadoes.,40217
626621,OLDHAM CO.,BALLARDSVILLE,2016-05-11,1911,Hail,0.75, , ,Trained Spotter, , ,N,N,BALLARDSVILLE,1911,38.37,-85.35,38.37,-85.35,,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40031
624081,OLDHAM CO.,BALLARDSVILLE,2016-05-11,1912,Hail,1, , ,Broadcast Media, , ,N,N,BALLARDSVILLE,1912,38.39,-85.35,38.39,-85.35,,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40031
624091,OLDHAM CO.,BALLARDSVILLE,2016-05-11,1914,Hail,1.75, , ,Public, , ,N,N,BALLARDSVILLE,1914,38.37,-85.35,38.37,-85.35,,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40031
624084,JEFFERSON CO.,LOUISVILLE,2016-05-11,1950,Thunderstorm Wind,61, ,EG,NWS Storm Survey, , ,NE,NE,LOUISVILLE,1955,38.2525,-85.7601,38.2525,-85.7601,"A very localized microburst occurred in downtown Louisville. Thunderstorm winds were estimated to be between 70 and 75 mph, which caused part of the roofing of the Louisville Gardens to be peeled off and thrown to the east. Parts of this roofing material landed on an unoccupied vehicle.",A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40202
624085,JEFFERSON CO.,HIGHLANDS,2016-05-11,1956,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,WNW,WNW,HIGHLANDS,1956,38.24,-85.71,38.24,-85.71,Trees were reported down in the area.,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40204
624098,OLDHAM CO.,HARMONY VLG,2016-05-11,2002,Thunderstorm Wind,52, ,EG,State Official, , ,NNE,NNE,HARMONY VLG,2002,38.43,-85.6,38.43,-85.6,A tree was reported down on the 2300 block of North Rose Island Road in Prospect.,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40059
624087,BULLITT CO.,LEBANON JCT,2016-05-11,2010,Hail,1, , ,Public, , ,NE,NE,LEBANON JCT,2010,37.84,-85.72,37.84,-85.72,,A very warm and moist air mass collided with a passing weather system to bring a few rounds of severe thunderstorms to portions of central Kentucky. Damaging winds and large hail were the main impacts from these storms.,40150
629048,JEFFERSON CO.,HIGHLANDS,2016-06-12,1732,Thunderstorm Wind,52, ,EG,Law Enforcement, , ,NW,WNW,HIGHLANDS,1732,38.2455,-85.7015,38.2504,-85.7207,Local law enforcement reported trees down on Payne Street and Grinstead Drive.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40207
629049,JEFFERSON CO.,HIGHLANDS,2016-06-12,1735,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,NW,SSW,GOOSE CREEK,1735,38.2644,-85.7243,38.3018,-85.6632,Broadcast media reported to the NWS that trees were down on River Road.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40206
629050,JEFFERSON CO.,HIGHLANDS,2016-06-12,1740,Thunderstorm Wind,52, ,EG,Law Enforcement, , ,NW,NW,HIGHLANDS,1740,38.2401,-85.698,38.2401,-85.698,Local law enforcement reported trees down near Cherokee Park.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40206
629054,JEFFERSON CO.,OKOLONA,2016-06-12,1745,Thunderstorm Wind,52, ,EG,Public, , ,S,SW,NEWBURG,1745,38.1257,-85.6799,38.1539,-85.6955,Public reported trees down on Preston Highway.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40219
629051,JEFFERSON CO.,INDIAN HILLS,2016-06-12,1746,Thunderstorm Wind,52, ,EG,Law Enforcement, , ,W,W,INDIAN HILLS,1746,38.2801,-85.6893,38.2801,-85.6893,Severe thunderstorm winds brought down power lines along Interstate 71 near mile marker 2.6. This briefly closed the interstate for a time.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40206
629052,JEFFERSON CO.,GLENGARY,2016-06-12,1748,Thunderstorm Wind,52, ,EG,Public, , ,SE,SE,GLENGARY,1748,38.11,-85.71,38.11,-85.71,The public reported trees down in the area.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40118
629053,JEFFERSON CO.,HIGHVIEW,2016-06-12,1750,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,SW,SW,HIGHVIEW,1750,38.14,-85.63,38.14,-85.63,Broadcast media reported trees down in the area.,"A back door cold front dropped south out of Indiana into northern Kentucky late in the afternoon on June 12. Ahead of this boundary, hot and muggy conditions prevailed which allowed isolated to scattered thunderstorms to develop. The favorable storm environment produced locally damaging wind gusts which brought down trees and power lines across the Louisville metro.",40228
630747,BULLITT CO.,BARDSTOWN JCT,2016-06-14,1550,Thunderstorm Wind,52, ,EG,Trained Spotter, , ,W,W,BARDSTOWN JCT,1550,37.93,-85.76,37.93,-85.76,Several trees were reported down along Cundiff Hollow Road.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40150
630748,JEFFERSON CO.,LOUISVILLE,2016-06-14,1611,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,E,E,LOUISVILLE,1611,38.2304,-85.7627,38.2304,-85.7627,Trees down in Central Park damaged bench seats.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40208
630749,BULLITT CO.,GAP IN KNOB,2016-06-14,1640,Thunderstorm Wind,52, ,EG,State Official, , ,E,E,GAP IN KNOB,1640,38.0166,-85.6362,38.0166,-85.6362,Trees were down blocking the 6000 block of Highway 44 West.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40165
630746,JEFFERSON CO.,HIGHLANDS,2016-06-14,1649,Thunderstorm Wind,52, ,EG,Public, , ,NNW,NNW,HIGHLANDS,1649,38.2596,-85.6928,38.2596,-85.6928,Trees were reported down blocking the road near the intersection of Brownsboro and Birchwood Road.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40206
630750,OLDHAM CO.,PEWEE VLY,2016-06-14,1655,Thunderstorm Wind,52, ,EG,Department of Highways, , ,SSE,SSE,PEWEE VLY,1655,38.29,-85.47,38.29,-85.47,"Power lines reported down closing portions of KY 362, Ash Avenue between Hawley Gibson Road and the Oldham/Shelby county line.",A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40056
630758,JEFFERSON CO.,TUCKER STATION,2016-06-15,1345,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,ESE,ESE,TUCKER STATION,1345,38.19,-85.51,38.19,-85.51,Local broadcast media reported trees and power lines down in the area. Some minor roof damage occurred as well.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40299
630751,JEFFERSON CO.,SMYRNA,2016-06-15,1410,Thunderstorm Wind,52, ,EG,NWS Employee, , ,S,SE,SMYRNA,1410,38.1218,-85.648,38.1238,-85.6402,An off-duty NWS employee reported trees were down blocking portions of Manslick Road.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40219
630761,BULLITT CO.,GOSPEL CAMPGROUND,2016-06-15,1540,Thunderstorm Wind,52, ,EG,State Official, , ,E,E,GOSPEL CAMPGROUND,1540,38.0,-85.76,38.0,-85.76,Trees were reported down in the area.,A very warm and moist environment interacted with a stationary boundary across central Kentucky. This sparked a round of strong to severe storms which produced torrential rainfall and damaging winds during the afternoon hours June 14 and June 15.,40165
632147,JEFFERSON CO.,AUDUBON PARK,2016-06-23,1602,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,NNW,NNW,AUDUBON PARK,1602,38.23,-85.74,38.23,-85.74,Local broadcast media reported trees down in the area.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40217
632153,JEFFERSON CO.,HIGHLANDS,2016-06-23,1609,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,SSW,SSW,HIGHLANDS,1609,38.216,-85.689,38.216,-85.689,Local broadcast meteorologists reported trees were down near Dundee Road and Strathmoor Boulevard.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40205
632148,JEFFERSON CO.,HIGHLANDS,2016-06-23,1612,Thunderstorm Wind,52, ,EG,Public, , ,WNW,WNW,HIGHLANDS,1612,38.25,-85.72,38.25,-85.72,The public reported trees down in the area.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40207
632149,JEFFERSON CO.,VALLEY STATION,2016-06-23,1616,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,S,S,VALLEY STATION,1616,38.111,-85.8717,38.111,-85.8717,Local broadcast media meteorologists reported trees down in Valley Station.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40272
632142,JEFFERSON CO.,SYLVANIA,2016-06-23,1620,Hail,1, , ,Public, , ,ENE,ENE,SYLVANIA,1620,38.16,-85.85,38.16,-85.85,,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40216
632143,JEFFERSON CO.,AUDUBON PARK,2016-06-23,1630,Hail,1.75, , ,Broadcast Media, , ,NNW,NNW,AUDUBON PARK,1630,38.23,-85.74,38.23,-85.74,,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40217
632151,JEFFERSON CO.,VALLEY STATION,2016-06-23,1650,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,SE,SE,VALLEY STATION,1650,38.11,-85.86,38.11,-85.86,Severe thunderstorm winds resulted in a tree falling through a roof of a home.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40272
632152,BULLITT CO.,SHEPHERDSVILLE,2016-06-23,1713,Thunderstorm Wind,52, ,EG,Public, , ,NE,NE,SHEPHERDSVILLE,1713,37.99,-85.71,37.99,-85.71,Power lines were reported down by the public.,A anomalously moist air mass combined with temperatures well into the 90s provided ample instability and moisture across central Kentucky June 21-23. Passing weather systems were the focus for thunderstorm development in the afternoon hours. The environment was most supportive for damaging winds and torrential rainfall.,40165
642179,JEFFERSON CO.,AVOCA,2016-07-06,1312,Thunderstorm Wind,52, ,EG,NWS Storm Survey, , ,SSE,SSE,AVOCA,1312,38.22,-85.49,38.22,-85.49,"A NWS Storm Survey concluded that straight line winds resulted in about a dozen trees damaged and uprooted, including hardwoods such as oak and locust.","A stalled frontal boundary across central Kentucky combined with very warm temperatures and high moisture resulted in several rounds of organized strong to severe storms across central Kentucky during the afternoon and evening hours July 5-7. In addition to widespread wind damage, downed trees and power lines, the repeated episodes of heavy rain resulted in flash flooding as well as river flooding across southern Kentucky.",40299
647031,JEFFERSON CO.,SHIVELY,2016-08-28,1715,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,E,E,SHIVELY,1715,38.1823,-85.7923,38.1823,-85.7923,Local broadcast media reported trees down on 3 houses on Churchman Avenue.,The combination of a weak front in the area and very warm and moist air produced scattered thunderstorms across central Kentucky during the afternoon and evening hours August 27 and 28. A few storms produced severe winds which brought down trees and also resulted in localized flash flooding.,40215
649180,BULLITT CO.,SHEPHERDSVILLE,2016-09-10,1515,Thunderstorm Wind,52, ,EG,Broadcast Media, , ,NNE,NNE,SHEPHERDSVILLE,1515,37.9907,-85.7154,37.9907,-85.7154,Broadcast media reported power lines down in downtown Shepherdsville.,A strong cold front swept across central Kentucky during the afternoon hours on September 10. Warm and moist air ahead of this boundary interacted with this frontal boundary and resulted in a line of strong to severe storms. The primary hazard was damaging winds which brought down some power lines and trees.,40165
672402,JEFFERSON CO.,WINDY HILLS,2017-02-28,720,Hail,0.75, , ,Public, , ,SE,SE,WINDY HILLS,720,38.26,-85.59,38.26,-85.59,,"After a string of record breaking warm February days, a potent cold front marched through central Kentucky during the late afternoon and evening hours February 24. Isolated severe thunderstorms developed which produced large hail.",40242
672403,BULLITT CO.,BROOKS,2017-02-28,728,Hail,0.75, , ,Public, , ,ESE,ESE,BROOKS,728,38.06,-85.68,38.06,-85.68,,"After a string of record breaking warm February days, a potent cold front marched through central Kentucky during the late afternoon and evening hours February 24. Isolated severe thunderstorms developed which produced large hail.",40165
674395,JEFFERSON CO.,HIGHLANDS,2017-03-01,256,Thunderstorm Wind,55, ,EG,Broadcast Media, , ,WNW,WNW,HIGHLANDS,256,38.24,-85.72,38.24,-85.72,Local broadcast media reported numerous tree limbs fell on a vehicle.,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40204
674396,JEFFERSON CO.,HIGHLANDS,2017-03-01,328,Thunderstorm Wind,55, ,EG,Broadcast Media, , ,NNW,NNW,HIGHLANDS,328,38.27,-85.71,38.27,-85.71,Local broadcast media reported that two trees were blown down on Mellwood Avenue east of downtown Louisville.,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40059
674434,OLDHAM CO.,GOSHEN,2017-03-01,622,Thunderstorm Wind,61, ,EG,NWS Storm Survey, , ,NNW,NNW,GOSHEN,622,38.44,-85.59,38.44,-85.59,"A NWS Storm Survey concluded that straight line winds resulted in numerous trees were snapped over a fairly wide area, though the swath of damage was riddled with many trees that withstood the wind. The most concentrated damage was along Buckhorn Lane where a row of trees lining the road were blown down. Another concentrated area was at the end of Secretariat Drive, next to a wide-open field where several trees fell around a property. One tree fell into a garage door, causing both a branch to poke through the 2nd floor siding into the house and damaging the back side of a car.","The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40026
674435,OLDHAM CO.,SKYLIGHT,2017-03-01,625,Thunderstorm Wind,57, ,EG,Public, , ,W,W,SKYLIGHT,625,38.43,-85.55,38.43,-85.55,The public reported that severe thunderstorm winds brought down several trees and power lines on Shiloh Lane.,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40026
675648,OLDHAM CO.,GOSHEN,2017-03-01,625,Thunderstorm Wind,53, ,EG,Public, , ,N,N,GOSHEN,625,38.41,-85.57,38.41,-85.57,The public reported several large trees down at a residence.,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40026
675683,OLDHAM CO.,WESTPORT,2017-03-01,630,Thunderstorm Wind,52, ,MG,Mesonet, , ,S,S,WESTPORT,630,38.46,-85.47,38.46,-85.47,,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40026
675650,JEFFERSON CO.,AUDUBON PARK,2017-03-01,637,Thunderstorm Wind,53, ,EG,Trained Spotter, , ,WNW,WNW,AUDUBON PARK,637,38.21,-85.75,38.21,-85.75,A trained spotter reported power poles bent over along Crittenden Drive.,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40217
675682,JEFFERSON CO.,(SDF)STANIFORD FLD L,2017-03-01,638,Thunderstorm Wind,51, ,MG,ASOS, , ,SW,SW,(SDF)STANIFORD FLD L,638,38.17,-85.74,38.17,-85.74,,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40213
674390,BULLITT CO.,MT WASHINGTON,2017-03-01,700,Hail,1, , ,Public, , ,N,N,MT WASHINGTON,700,38.07,-85.55,38.07,-85.55,,"The combination of a moist and unseasonably warm air mass and an approaching low pressure system and cold front brought multiple rounds of severe weather to central Kentucky during the early morning hours on March 1. In the end, there were 4 tornadoes across central Kentucky. In addition to the tornadoes, there were several areas of intense straight-line winds estimated up to 100 mph in places. The impacts included numerous areas of structural damage and downed trees. The widespread rain also brought several rivers into minor flood.",40047
677171,BULLITT CO.,BELMONT,2017-03-27,1543,Hail,1.75, , ,Public, , ,N,N,BELMONT,1543,37.9,-85.72,37.9,-85.72,,"A strong area of low pressure tracked across the lower Ohio Valley during the afternoon and evening hours on March 27. Combined with warm and unstable air, scattered severe storms developed across central Kentucky. An organized line of convection brought sporadic damaging winds and large hail to portions of central Kentucky. There was also one brief tornado in Center, Kentucky in Metcalfe County.",40150
681683,JEFFERSON CO.,FAIRDALE,2017-03-30,2014,Hail,0.75, , ,Broadcast Media, , ,NE,NE,FAIRDALE,2014,38.11,-85.76,38.11,-85.76,,A cold front clashed with a warm and humid air mass late in the evening on March 30 across central Kentucky. This brought isolated severe thunderstorms that resulted in damaging winds and large hail.,40118
681684,JEFFERSON CO.,HIGHLANDS,2017-03-30,2019,Hail,0.88, , ,Broadcast Media, , ,W,W,HIGHLANDS,2019,38.23,-85.7,38.23,-85.7,,A cold front clashed with a warm and humid air mass late in the evening on March 30 across central Kentucky. This brought isolated severe thunderstorms that resulted in damaging winds and large hail.,40205
