EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1095745,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,3/31/2023,2327,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,MG,179867,C,111,LMK,0,0,ASOS, , , ,0,ESE,0,ESE,(LOU)BOWMAN FLD LOUI,3/31/2023,2327,38.2281,-85.6648,38.2281,-85.6648,KLOU reported a thunderstorm wind gust of 60 mph.,"During the night of March 31 into April 1, a low pressure system, moving east across the Upper Midwest towards the Great Lakes, dragged a trailing cold front through the Lower Ohio Valley. This produced a broken line of severe storms that moved west to east over parts of central Kentucky, resulting in multiple reports of tree damage, isolated structural damage, and a tornado that affected Jefferson and Shelby Counties.",70
1095736,JEFFERSON CO.,LYNDON,3/31/2023,2328,Thunderstorm Wind,55, ,0,0,0,0,KY,EST-5,EG,179867,C,111,LMK,0,0,NWS Employee, , , ,1,SSE,1,SSE,LYNDON,3/31/2023,2328,38.2542,-85.5587,38.2542,-85.5587,A large healthy older maple tree blew down and was blocking Dorsey Lane near Ward Avenue. Power lines were also down in the area.,"During the night of March 31 into April 1, a low pressure system, moving east across the Upper Midwest towards the Great Lakes, dragged a trailing cold front through the Lower Ohio Valley. This produced a broken line of severe storms that moved west to east over parts of central Kentucky, resulting in multiple reports of tree damage, isolated structural damage, and a tornado that affected Jefferson and Shelby Counties.",71
1095733,JEFFERSON CO.,AVOCA,3/31/2023,2330,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,179867,C,111,LMK,0,0,NWS Storm Survey, ,2.67,130,1,N,2,NNE,BECKLEY,3/31/2023,2333,38.2696,-85.4967,38.279,-85.449,"The National Weather Service conducted a storm assessment survey across Eastern Jefferson County from storms early Saturday morning just after midnight on April 1. The survey team found an EF1 tornado with maximum winds of 90 mph. The tornado went a little over 4 miles intermittently and crossed over into extreme northwestern Shelby County.||The tornado first touched down just east of I-265 (Gene Snyder Freeway)|at a large warehouse by Terra View Trail. The western edge of the warehouse was partially peeled back and insulation was thrown off to the north through easterly directions. A portion of the tornado was aloft, based on the lack of tree damage initially, until it hit a plastic surgery center off of Bush Farm Road which sustained roof damage. This consisted of shingle and fascia damage. Most of that was cleaned up and repaired by the time of the survey. There was insulation on the backside of the three-story building.||The street sign was bent back and turned to the northeast at Arnold Palmer Boulevard near Chestnut Ridge. There was sporadic tree damage along Chestnut Ridge Circle, and at 15107 Chestnut Ridge Circle a doorbell camera showed an intense loud 20 second burst of wind and rain. The homeowner stated that the entire house was shaking,|and several trees were snapped and twisted, and their garbage tote was found two houses over behind that house.  Behind their house across Lake Forest Country Club were several uprooted and twisted trees. Most of the trees were laying from the north|northeast to due east. There was sporadic wind damage along Champion Lakes Way, with several houses sustaining gutter and fascia damage. The maximum wind speed in Lake Forest was 85 mph with a width of 75 yards. ||The tornado took a southward jog along Flat Rock Road and increased in wind speed and width. All along Flat Rock Road there were dozens and dozens of trees snapped, twisted and uprooted. The width of the tornado increased to 130 yards wide and the wind speed increased to 90 mph. Several residents heard a distinct roar and had their ears pop. There was shingle and fascia damage.||The tornado took a northward jog and crossed into northwestern Shelby County.","During the night of March 31 into April 1, a low pressure system, moving east across the Upper Midwest towards the Great Lakes, dragged a trailing cold front through the Lower Ohio Valley. This produced a broken line of severe storms that moved west to east over parts of central Kentucky, resulting in multiple reports of tree damage, isolated structural damage, and a tornado that affected Jefferson and Shelby Counties.",72
1095737,JEFFERSON CO.,LOUISVILLE,3/31/2023,2355,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,179867,C,111,LMK,0,0,Public, , , ,1,E,1,E,LOUISVILLE,3/31/2023,2355,38.2286,-85.763,38.2286,-85.763,A large tree fell on a car that was parked on Saint James Court.,"During the night of March 31 into April 1, a low pressure system, moving east across the Upper Midwest towards the Great Lakes, dragged a trailing cold front through the Lower Ohio Valley. This produced a broken line of severe storms that moved west to east over parts of central Kentucky, resulting in multiple reports of tree damage, isolated structural damage, and a tornado that affected Jefferson and Shelby Counties.",73
1095729,JEFFERSON CO.,LAKELAND,4/1/2023,22,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,179866,C,111,LMK,0,0,911 Call Center, , , ,1,SSW,1,SSW,LAKELAND,4/1/2023,22,38.2612,-85.5836,38.2612,-85.5836,Dispatch reported a tree down at Willow Springs Drive and Whipps Mill Road.,"During the night of March 31 into April 1, a low pressure system, moving east across the Upper Midwest towards the Great Lakes, dragged a trailing cold front through the Lower Ohio Valley. This produced a broken line of severe storms that moved west to east over parts of central Kentucky, resulting in multiple reports of tree damage, isolated structural damage, and a tornado that affected Jefferson and Shelby Counties.",74
1095647,JEFFERSON CO.,VAVERLY HILLS,,1558,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,179219,C,111,LMK,0,0,NWS Storm Survey, ,0.82,100,2,NNW,1,WNW,PARKWOOD,4/5/2023,1559,38.1522,-85.8321,38.1553,-85.8175,"The National Weather Service in Louisville confirmed an EF-1 tornado in the Pleasure Ridge Park area of western Jefferson County. The tornado touched down just east of Dixie Highway (U.S. Route 31W) at the edge of the railroad tracks, just south of|Blanton Lane and just east of Lowe's home improvement store. The tornado did extensive tree damage, ranging from uprooted large root balls to twisted and snapped trees to a few large branches impaled into the ground.||Trees were facing from a north-northeasterly direction all the way to an east-southeasterly direction. Several trees crushed cars along Mills Drive. Numerous power lines were down, and many homes had shingle, gutter, and fascia damage. Several garages and out buildings sustained roof and siding damage all along Blanton Lane. |Drone photography showed extensive tree damage with several uprooted larger trees. One outbuilding near Oak Valley Drive had its roof |and siding blown 125 yards. Wind speeds in this part of the tornado |were between 90 and 100 mph.||The tornado snapped several hardwood trees along Rosemary Lane, along |with sporadic roofing damage to homes. At a house on the 7600 block of Rosemary Lane, a western facing window was somehow sucked out and thrown back to the northwest, some 30 yards away. The homeowner recounted a huge pressure change |when the tornado hit. ||The tornado intensified on Brooklawn Drive, towards the back portion of the apartments.  One entire roofing section of an apartment complex was picked up and thrown and twisted into the trees on the hill behind. This was the most extensive and drastic amount of damage in the area. In the parking lot east of that building, insulation and building fascia surrounded vehicles.||The furthest east apartment building had half of the south-facing fascia and brick removed. In addition, the back side (eastern portion) of the apartment building had a large portion of the siding and fascia removed.  All of the roof material, siding, and|insulation was thrown and splattered into the trees. Drone photography showed it scattered about from a northeasterly to a southeasterly facing direction. Wind speeds in the Brooklawn apartment complex were 110 mph, a high-end EF-1 rating.||The tornado lifted on top of the hill just behind the last apartment building and before it reached Renwood Boulevard.","During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",75
1095700,JEFFERSON CO.,FAIRDALE,4/5/2023,1602,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,179219,C,111,LMK,0,0,Public, , , ,1,NE,1,NE,FAIRDALE,4/5/2023,1602,38.11,-85.76,38.11,-85.76,A tree fell into a home.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",76
1095706,JEFFERSON CO.,(SDF)STANIFORD FLD L,4/5/2023,1604,Thunderstorm Wind,69, ,0,0,0,0,KY,EST-5,MG,179219,C,111,LMK,0,0,ASOS, , , ,1,SW,1,SW,(SDF)STANIFORD FLD L,4/5/2023,1604,38.17,-85.74,38.17,-85.74,KSDF measured a 79 mph wind gust.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",77
1095649,JEFFERSON CO.,PARKWAY VLG,4/5/2023,1605,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,179219,C,111,LMK,0,0,NWS Storm Survey, ,0.39,75,0,SE,1,ESE,PARKWAY VLG,4/5/2023,1606,38.1982,-85.6983,38.1978,-85.6911,"The National Weather Service in Louisville conducted a storm assessment survey across the Watterson Park neighborhood in Louisville. This is the area just south of the intersection of Newburg Road and Interstate 264 (Watterson Expressway). There|were two tornadoes in this area separated by a clear and distinct break of about 200 yards.||The first tornado started just north of the main Post Office distribution center. The tornado touched down just northwest of the intersection of Colonel Sanders Drive and Gardiner Lane. Trees were snapped and uprooted in this area before the tornado struck the roof of Yum! Brands headquarters. The northeast side of the well-constructed |building had a substantial portion of parapet wall removed and the brick wall was partially pushed inwards. Wind speeds in this area were estimated to be 95 mph.||The tornado continued to produce tree damage, including snapped, twisted, and uprooted trees. Wind speeds were between 87 and 90 mph in this area. The tornado lifted by Robards Lane just south of Gardiner Lane.","During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",78
1095660,JEFFERSON CO.,PARKWAY VLG,4/5/2023,1605,Tornado, ,EF1,0,0,0,0,KY,EST-5, ,179219,C,111,LMK,0,0,NWS Storm Survey, ,0.89,100,0,S,1,E,PARKWAY VLG,4/5/2023,1606,38.1938,-85.7003,38.1998,-85.6857,"The National Weather Service in Louisville conducted a storm assessment survey across the Watterson Park neighborhood in Louisville. This is the area just south of the intersection of Newburg Road and Interstate 264 (Watterson Expressway). There|were two tornadoes in this area separated by a clear and distinct break of about 200 yards.  ||The second tornado touched down near the intersection of Annshire Avenue and Vineyard Drive. There was some sporadic tree damage just south of the US Post Office on Gardiner Lane, ranging from 80 to 85 mph. The twister quickly increased in strength to an EF-1 tornado of 90 mph, hitting the the DashMart warehouse. The western |wall of the warehouse was blown out with debris scattered downwind from the northeast to southeast direction. There was tree damage further east including some debarking of older softwood trees. The north side of a mini storage facility had significant damage, and part of the Kroger distribution center had some substantial wall damage.  ||The tornado next crossed Gardiner Lane and hit the Big Brothers Big Sisters building, knocking down a statue and causing minor roof damage. There was more roof damage at the Louisville Metro Housing Authority off of Bishop Lane. There was wood fence damage between the Speedway and Little People Academy off of Classified Place. The damage east of Gardiner Lane was between 85 and 90 mph. ||The tornado crossed Bishop Lane before causing roof damage to the Jefferson County Public Schools' Van Hoose Center. Wind speeds were estimated to between 80 and 85 mph.","During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",79
1095701,JEFFERSON CO.,PETERSBURG,4/5/2023,1607,Thunderstorm Wind,74, ,0,0,0,0,KY,EST-5,EG,179219,C,111,LMK,0,0,NWS Storm Survey, , , ,1,N,1,WSW,ST REGIS PARK,4/5/2023,1613,38.2,-85.67,38.22,-85.57,"The National Weather Service in Louisville conducted a storm assessment survey from the Bashford Manor area near Buechel up to the Bluegrass Industrial Park near the intersection of Hurstbourne Parkway and Interstate 64. All of the damage surveyed|in these areas was straight-line wind damage, with maximum wind speeds estimated between 75 and 85 mph.||Bashford Manor area...||There was extensive tree damage just south of the intersection of Bardstown Road (U.S. Route 150) and the Watterson Expressway (Interstate 264). Several large trees were uprooted, including oak, pine, and maple trees. Some of the trees and larger limbs fell on homes, garages, and outbuildings, causing significant property damage. Most of the damage in this area was consistent with wind speeds between 65 and 75 mph, with trees falling in a unidirectional manner toward the northeast.||The most substantial damage in this area occurred between Donard Park Avenue and Bardstown Road along Bashford Manor Lane, where two very large oak trees had been uprooted. This is consistent with wind speeds of 80 mph. However, there was sparse damage to smaller trees in this area (such as Bradford pears), suggesting that wind speeds were much stronger slightly off the ground.||Bluegrass Industrial Park...||There was damage to a large warehouse at 1800 Cargo Court consistent with wind speeds between 75 and 85 mph. An aerial survey was attempted on Wednesday night, but had to be postponed until Friday due to lingering rain showers in the area. The aerial survey showed significant damage to the northwest portion of the roof of the|warehouse, with all of the debris being pushed northeastward, consistent with severe straight-line winds. The aerial survey continued from a Marriott hotel up to Interstate 64, revealing little additional damage outside of a few downed small tree limbs.","During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",80
1095704,JEFFERSON CO.,(SDF)STANIFORD FLD L,4/5/2023,1607,Thunderstorm Wind,68, ,0,0,0,0,KY,EST-5,MG,179219,C,111,LMK,0,0,ASOS, , , ,0,N,0,N,(SDF)STANIFORD FLD L,4/5/2023,1607,38.18,-85.73,38.18,-85.73,KSDF measured a 78 mph wind gust.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",81
1095702,JEFFERSON CO.,PARKWAY VLG,4/5/2023,1607,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,179219,C,111,LMK,0,0,Public, , , ,1,E,1,E,PARKWAY VLG,4/5/2023,1607,38.2,-85.69,38.2,-85.69,There was structural damage and snapped power poles.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",82
1095703,JEFFERSON CO.,SMYRNA,4/5/2023,1609,Thunderstorm Wind,51, ,0,0,0,0,KY,EST-5,EG,179219,C,111,LMK,0,0,Public, , , ,1,ESE,1,ESE,SMYRNA,4/5/2023,1609,38.12,-85.63,38.12,-85.63,A few trees were blown down.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",83
1095705,JEFFERSON CO.,ST REGIS PARK,4/5/2023,1612,Thunderstorm Wind,61, ,0,0,0,0,KY,EST-5,EG,179219,C,111,LMK,0,0,911 Call Center, , , ,1,SSE,1,SSE,ST REGIS PARK,4/5/2023,1612,38.2177,-85.5461,38.2177,-85.5461,Metrosafe reported a building collapse in Jeffersontown off of Decimal Drive.,"During the afternoon and evening hours of April 5, a low pressure system, moving northeast from Minnesota into Ontario, dragged a trailing cold front through the Lower Ohio Valley. This produced a line of severe storms that moved west to east over central Kentucky, resulting in multiple reports of tree damage, structural damage, and four combined tornadoes in Jefferson and Meade Counties.",84
1103898,JEFFERSON CO.,RIVERSIDE GARDENS,5/7/2023,758,Tornado, ,EF0,0,0,0,0,KY,EST-5, ,181138,C,111,LMK,0,0,NWS Storm Survey, ,4.12,200,2,NNE,1,SE,SHIVELY,5/7/2023,803,38.2131,-85.8663,38.1737,-85.8093,"The tornado touched down at the Sporting Club at the Farm in Floyd County, Indiana before it traveled a short distance and cross the river into Kentucky. The tornado entered Kentucky in the Lake Dreamland area of West Louisville in western Jefferson County. Significant tree damage was observed along River Front Drive and continued along Kale Dreamland Road where several hardwood trees were snapped or uprooted, along with many large branches down. |     The tornado continued along Kramers Lane toward Van Winkle Drive, where damage appeared to be sparser with large branches down in some isolated areas. Very isolated areas of large branches down continued through the Heatherfield and St. Dennis neighborhoods (and across I-264 Watterson Expressway) and toward the Louisville |Memorial Gardens. Along Lynn Lea Road, the tornado regained strength and continued through homes along Kendall Lane west of 31W Dixie Highway. Trees were snapped heading on the east side of Hunters Trace neighborhood. Significant tree damage was observed along Malcolm Road just north of Gagel Avenue. Several hardwood trees were uprooted or snapped with damage consistent with 94 mph winds in this location. No visible damage was observed to the southeast beyond Gagel Avenue where the tornado ended.","During the late morning and afternoon hours on May 7th, an occasionally broken line of strong-to-severe thunderstorms moved from north to south across central Kentucky. These storms were not associated with any low-level front; however, they were the continuation of convection which fired during the late evening hours on May 6th over northern Illinois and had moved south-southeastward along with a mid-level shortwave disturbance transiting along the top edge of larger scale ridging. Ahead of the line of storms, a moderately unstable environment existed. Initially, around 500 J/kg MLCAPE was present as storms approached the Interstate 64 corridor; this increased to between 1000-2000 J/kg later in the day across south central Kentucky as the atmosphere had more time to destabilize. Wind shear was modest at best, but was sufficient to keep storms going across the region. Most portions of the line of storms were sub-severe, but a few isolated areas of severe winds, hail, and one tornado occurred as the line moved through central Kentucky.",85
1103484,JEFFERSON CO.,AUDUBON PARK,5/7/2023,803,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,181138,C,111,LMK,0,0,Emergency Manager, , , ,2,NNE,2,NNE,AUDUBON PARK,5/7/2023,803,38.2266,-85.7206,38.2266,-85.7206,"A tree was blown down near the intersection of Eastern Parkway and Barret Avenue in Louisville, causing temporary obstruction of the road.","During the late morning and afternoon hours on May 7th, an occasionally broken line of strong-to-severe thunderstorms moved from north to south across central Kentucky. These storms were not associated with any low-level front; however, they were the continuation of convection which fired during the late evening hours on May 6th over northern Illinois and had moved south-southeastward along with a mid-level shortwave disturbance transiting along the top edge of larger scale ridging. Ahead of the line of storms, a moderately unstable environment existed. Initially, around 500 J/kg MLCAPE was present as storms approached the Interstate 64 corridor; this increased to between 1000-2000 J/kg later in the day across south central Kentucky as the atmosphere had more time to destabilize. Wind shear was modest at best, but was sufficient to keep storms going across the region. Most portions of the line of storms were sub-severe, but a few isolated areas of severe winds, hail, and one tornado occurred as the line moved through central Kentucky.",86
1103485,OLDHAM CO.,BUCKNER,5/7/2023,809,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,181138,C,185,LMK,0,0,Broadcast Media, , , ,1,WNW,1,WNW,BUCKNER,5/7/2023,809,38.3835,-85.4401,38.3835,-85.4401,A tree was blown down in Buckner.,"During the late morning and afternoon hours on May 7th, an occasionally broken line of strong-to-severe thunderstorms moved from north to south across central Kentucky. These storms were not associated with any low-level front; however, they were the continuation of convection which fired during the late evening hours on May 6th over northern Illinois and had moved south-southeastward along with a mid-level shortwave disturbance transiting along the top edge of larger scale ridging. Ahead of the line of storms, a moderately unstable environment existed. Initially, around 500 J/kg MLCAPE was present as storms approached the Interstate 64 corridor; this increased to between 1000-2000 J/kg later in the day across south central Kentucky as the atmosphere had more time to destabilize. Wind shear was modest at best, but was sufficient to keep storms going across the region. Most portions of the line of storms were sub-severe, but a few isolated areas of severe winds, hail, and one tornado occurred as the line moved through central Kentucky.",87
1103486,JEFFERSON CO.,PETERSBURG,5/7/2023,813,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,181138,C,111,LMK,0,0,Broadcast Media, , , ,1,NNE,1,NNE,PETERSBURG,5/7/2023,813,38.1978,-85.6618,38.1978,-85.6618,Power lines were brought down by strong winds near the intersection of Hikes Lane and Old Shepherdsville Road.,"During the late morning and afternoon hours on May 7th, an occasionally broken line of strong-to-severe thunderstorms moved from north to south across central Kentucky. These storms were not associated with any low-level front; however, they were the continuation of convection which fired during the late evening hours on May 6th over northern Illinois and had moved south-southeastward along with a mid-level shortwave disturbance transiting along the top edge of larger scale ridging. Ahead of the line of storms, a moderately unstable environment existed. Initially, around 500 J/kg MLCAPE was present as storms approached the Interstate 64 corridor; this increased to between 1000-2000 J/kg later in the day across south central Kentucky as the atmosphere had more time to destabilize. Wind shear was modest at best, but was sufficient to keep storms going across the region. Most portions of the line of storms were sub-severe, but a few isolated areas of severe winds, hail, and one tornado occurred as the line moved through central Kentucky.",88
1103487,BULLITT CO.,BROOKS,5/7/2023,814,Thunderstorm Wind,50, ,0,0,0,0,KY,EST-5,EG,181138,C,29,LMK,0,0,Public, , , ,1,SSW,1,SSW,BROOKS,5/7/2023,814,38.0526,-85.7071,38.0526,-85.7071,A tree was blown down on Rodgers Road near Calvary Holiness Church.,"During the late morning and afternoon hours on May 7th, an occasionally broken line of strong-to-severe thunderstorms moved from north to south across central Kentucky. These storms were not associated with any low-level front; however, they were the continuation of convection which fired during the late evening hours on May 6th over northern Illinois and had moved south-southeastward along with a mid-level shortwave disturbance transiting along the top edge of larger scale ridging. Ahead of the line of storms, a moderately unstable environment existed. Initially, around 500 J/kg MLCAPE was present as storms approached the Interstate 64 corridor; this increased to between 1000-2000 J/kg later in the day across south central Kentucky as the atmosphere had more time to destabilize. Wind shear was modest at best, but was sufficient to keep storms going across the region. Most portions of the line of storms were sub-severe, but a few isolated areas of severe winds, hail, and one tornado occurred as the line moved through central Kentucky.",89
1103520,JEFFERSON CO.,SHIVELY,5/9/2023,239,Hail,1.75, ,0,0,0,0,KY,EST-5, ,181142,C,111,LMK,0,0,Public, , , ,1,E,1,E,SHIVELY,5/9/2023,239,38.18,-85.81,38.18,-85.81,Golf ball sized hail fell near Shively.,"During the late evening hours on May 8th, clusters of showers and thunderstorms developed across the Ohio River valley in the vicinity of a quasi-stationary front. While one stronger cell produced marginally severe hail over Logan County, most cells across southern Kentucky remained weaker and less organized as wind shear was weaker across these areas. The main cluster of severe storms developed over southern Indiana during the middle of the night before moving into the Louisville metro, producing a swath of severe hail along the Interstate 64 corridor. Storms were able to strengthen in the presence of 1000-1500 J/kg MUCAPE and 35-40 knots of effective bulk shear. With sufficient wind shear in place, storms were primarily supercellular in nature. Mid-level lapse rates ranged from 7 to 7.5 degrees Celsius per kilometer, while left-moving supercell composite parameter was maximized in the vicinity of the supercells. Several reports of golf ball sized hail were received across Louisville, including at Muhammad Ali International Airport.",90
1103521,JEFFERSON CO.,(SDF)STANIFORD FLD L,5/9/2023,243,Hail,1.75, ,0,0,0,0,KY,EST-5, ,181142,C,111,LMK,0,0,Public, , , ,1,SW,1,SW,(SDF)STANIFORD FLD L,5/9/2023,243,38.17,-85.74,38.17,-85.74,Golf ball sized hail fell at Louisville Muhammad Ali International Airport (SDF).,"During the late evening hours on May 8th, clusters of showers and thunderstorms developed across the Ohio River valley in the vicinity of a quasi-stationary front. While one stronger cell produced marginally severe hail over Logan County, most cells across southern Kentucky remained weaker and less organized as wind shear was weaker across these areas. The main cluster of severe storms developed over southern Indiana during the middle of the night before moving into the Louisville metro, producing a swath of severe hail along the Interstate 64 corridor. Storms were able to strengthen in the presence of 1000-1500 J/kg MUCAPE and 35-40 knots of effective bulk shear. With sufficient wind shear in place, storms were primarily supercellular in nature. Mid-level lapse rates ranged from 7 to 7.5 degrees Celsius per kilometer, while left-moving supercell composite parameter was maximized in the vicinity of the supercells. Several reports of golf ball sized hail were received across Louisville, including at Muhammad Ali International Airport.",91
1103522,JEFFERSON CO.,FERN CREEK,5/9/2023,302,Hail,1.25, ,0,0,0,0,KY,EST-5, ,181142,C,111,LMK,0,0,Public, , , ,2,NE,2,NE,FERN CREEK,5/9/2023,302,38.17,-85.55,38.17,-85.55,Half dollar sized hail fell near Jeffersontown.,"During the late evening hours on May 8th, clusters of showers and thunderstorms developed across the Ohio River valley in the vicinity of a quasi-stationary front. While one stronger cell produced marginally severe hail over Logan County, most cells across southern Kentucky remained weaker and less organized as wind shear was weaker across these areas. The main cluster of severe storms developed over southern Indiana during the middle of the night before moving into the Louisville metro, producing a swath of severe hail along the Interstate 64 corridor. Storms were able to strengthen in the presence of 1000-1500 J/kg MUCAPE and 35-40 knots of effective bulk shear. With sufficient wind shear in place, storms were primarily supercellular in nature. Mid-level lapse rates ranged from 7 to 7.5 degrees Celsius per kilometer, while left-moving supercell composite parameter was maximized in the vicinity of the supercells. Several reports of golf ball sized hail were received across Louisville, including at Muhammad Ali International Airport.",92
1115328,JEFFERSON CO.,LOUISVILLE,6/25/2023,1723,Hail,1, ,0,0,0,0,KY,EST-5, ,182298,C,111,LMK,0,0,Public, , , ,2,E,2,E,LOUISVILLE,6/25/2023,1723,38.23,-85.75,38.23,-85.75,A video recorded quarter sized hail falling in Louisville.,"An anomalously strong mid- and upper-level trough for late June moved across the Great Lakes and Ohio Valley from the afternoon hours on June 25th through the morning hours on June 26th. A 60-70 kt 500 mb jet bisected the mid-Mississippi Valley, placing central Kentucky and southern Indiana in the left exit region, contributing to broad rising motion over the area. Near the surface, a well-defined cold front crossed the Mississippi River during the mid-to-late afternoon hours on June 25th, with temperatures in the upper 80s and lower 90s and dewpoints in the upper 60s and lower 70s in the warm sector ahead of the front. In the warm sector, mixed-layer CAPE of 2500-3500 J/kg provided plenty of fuel for convective development aside from the aforementioned favorable jet forcing. With 25-35 knots of flow at 850 mb, there was also ample vertical wind shear across the region, with effective bulk shear values generally above 45 kt, leading to the development of supercellular structures. The parameter space was favorable for all severe hazards. 0-1 km storm-relative helicity was over 200 m2/s2 and significant tornado parameter values were frequently greater than 1, suggesting the potential for rotating mesocyclones and tornadoes. Downdraft CAPE was over 1200 J/kg along and west of Interstate 65, suggesting the potential for strong winds from any formidable downdrafts. Finally, sufficient mid-level lapse rates and significant hail parameter values warranted concerns for severe hail. As would be expected given the parameter space, all severe hazards were observed, with a couple tornadoes and numerous straight-line wind and hail reports across southern Indiana and central Kentucky. Straight-line winds of up to 100 mph and multiple reports of golf ball or larger size hail serve as evidence of the highly unusual setup across the Ohio and Tennessee valleys June 25th and 26th.",93
